fact_id,content_id,platform_id,viewer_id,watch_date,watch_time_minutes,user_rating,playback_audio_lang_id,subtitle_lang_setting
117,CNT0520,2,VWR2982,2025-09-04,125,3.1,30,10
118,CNT0509,3,VWR4082,2025-02-25,75,3.7,110,None
119,CNT1421,1,VWR4138,2026-03-08,147,3.5,60,None
120,CNT1287,1,VWR3314,2026-05-15,210,3.8,40,None
121,CNT0876,3,VWR2190,2024-02-11,83,4.8,60,10
122,CNT0904,1,VWR4350,2026-01-18,136,3.6,90,100
123,CNT0467,3,VWR2084,2025-06-13,148,3.5,80,30
124,CNT1352,3,VWR2333,2025-12-07,107,4.2,10,None
125,CNT0538,4,VWR1060,2025-05-05,92,3.9,60,None
126,CNT1135,3,VWR4146,2024-09-07,135,3.8,10,100
127,CNT0504,3,VWR0678,2025-03-14,120,2.5,40,None
128,CNT0535,3,VWR2189,2024-02-12,102,3.6,100,50
129,CNT1204,3,VWR1767,2024-01-25,525,4.2,50,None
130,CNT0893,4,VWR0042,2026-05-15,721,4.8,10,None
131,CNT1269,1,VWR0444,2024-05-07,121,4.6,10,None
132,CNT0267,4,VWR4973,2025-09-04,363,5.0,10,None
133,CNT0781,3,VWR1605,2024-08-12,76,2.4,10,80
134,CNT0819,2,VWR2889,2024-09-28,92,2.8,10,None
135,CNT0061,1,VWR3606,2025-09-03,486,4.4,10,40
136,CNT0369,1,VWR3793,2024-08-01,142,4.3,20,None
137,CNT0241,1,VWR1196,2025-10-05,95,4.0,60,10
138,CNT0046,5,VWR2394,2024-05-11,510,4.8,60,30
139,CNT0287,2,VWR0320,2026-02-15,164,4.9,40,None
140,CNT0114,1,VWR2466,2025-06-25,115,2.3,10,None
141,CNT1161,4,VWR1946,2024-02-27,316,3.2,60,None
142,CNT0446,5,VWR4229,2025-01-02,511,4.6,80,110
143,CNT0916,3,VWR1676,2025-08-23,146,4.2,60,10
144,CNT1307,1,VWR2683,2024-08-30,542,3.6,100,None
145,CNT1098,4,VWR1285,2025-05-12,64,3.2,40,10
146,CNT0563,1,VWR1078,2025-08-23,108,2.6,10,None
147,CNT1034,5,VWR2813,2024-07-08,445,3.2,30,None
148,CNT1078,2,VWR0650,2024-12-10,89,4.5,90,None
149,CNT0110,3,VWR4205,2024-05-06,452,3.6,120,None
150,CNT0537,3,VWR4111,2025-04-09,128,2.3,40,50
151,CNT0031,3,VWR2410,2025-06-08,216,3.5,50,110
152,CNT0063,4,VWR4182,2025-08-08,388,3.6,100,None
153,CNT1458,5,VWR2380,2024-02-12,596,3.4,40,90
154,CNT0740,2,VWR2840,2026-03-13,110,4.6,60,110
155,CNT0755,2,VWR2725,2025-06-04,81,4.4,80,10
156,CNT0915,4,VWR3594,2026-03-05,300,3.1,50,None
157,CNT1286,1,VWR4069,2025-05-19,87,3.4,80,None
158,CNT0259,5,VWR1777,2025-06-10,444,3.6,40,10
159,CNT0509,3,VWR3953,2025-09-02,62,4.7,10,None
160,CNT0678,3,VWR2984,2025-09-06,846,4.0,10,None
161,CNT1166,4,VWR3409,2025-04-17,371,5.0,60,None
162,CNT0272,4,VWR1618,2025-11-25,103,3.1,70,20
163,CNT0241,4,VWR1262,2024-12-03,84,4.1,60,80
164,CNT0883,4,VWR3660,2024-09-26,99,5.0,40,70
165,CNT0617,4,VWR1016,2026-03-12,87,3.9,30,None
166,CNT0814,3,VWR2953,2024-07-21,780,3.3,90,20
167,CNT0232,3,VWR1655,2024-10-09,58,4.7,10,None
168,CNT0580,3,VWR2987,2024-12-10,101,3.2,30,40
169,CNT0729,5,VWR2755,2026-04-30,517,3.3,60,None
170,CNT1359,4,VWR1759,2024-07-27,323,4.0,10,40
171,CNT1433,1,VWR3397,2025-02-28,424,2.5,80,None
172,CNT0618,1,VWR4756,2024-04-03,73,3.3,110,None
173,CNT0602,3,VWR1646,2024-03-22,130,3.3,40,None
174,CNT0325,2,VWR0766,2025-10-02,233,4.3,60,None
175,CNT0457,2,VWR3203,2025-07-23,87,5.0,40,60
176,CNT0141,5,VWR3443,2024-02-06,82,4.3,70,None
177,CNT1037,5,VWR4476,2024-12-24,144,4.1,100,None
178,CNT0404,3,VWR4893,2024-03-21,61,3.9,10,None
179,CNT0420,2,VWR1419,2024-02-14,89,3.8,80,10
180,CNT1450,1,VWR1779,2025-08-07,336,4.0,20,None
181,CNT0379,2,VWR0020,2025-11-12,82,3.9,40,None
182,CNT1342,3,VWR0515,2025-07-27,114,4.8,40,None
183,CNT0581,2,VWR3685,2025-06-16,98,3.9,20,None
184,CNT0560,5,VWR1107,2026-01-26,37,2.4,30,None
185,CNT1433,3,VWR0760,2024-07-09,374,3.8,90,None
186,CNT0985,3,VWR2279,2024-06-01,143,3.0,10,None
187,CNT0062,4,VWR2111,2025-04-19,257,4.2,120,None
188,CNT1228,5,VWR3557,2025-02-20,130,4.9,10,None
189,CNT1334,3,VWR2681,2025-06-14,101,3.5,70,50
190,CNT0559,4,VWR4993,2025-08-03,61,3.0,50,None
191,CNT1360,5,VWR0724,2024-11-09,161,3.7,80,None
192,CNT1263,4,VWR2744,2024-09-12,56,5.0,10,None
193,CNT0827,2,VWR2548,2025-10-31,458,3.7,40,None
194,CNT1284,5,VWR3104,2026-03-22,586,3.7,60,20
195,CNT1158,5,VWR3073,2024-10-01,83,3.1,70,10
196,CNT0131,2,VWR0998,2025-11-08,90,3.4,10,None
197,CNT1181,2,VWR1196,2024-09-05,72,2.5,10,None
198,CNT0546,1,VWR3144,2025-07-27,481,2.0,90,None
199,CNT0464,1,VWR3832,2024-07-31,291,3.4,10,None
200,CNT0793,3,VWR0527,2024-07-27,589,2.5,100,None
201,CNT1448,3,VWR4267,2024-11-30,259,3.9,110,None
202,CNT0672,3,VWR4786,2025-01-29,116,5.0,60,100
203,CNT1384,4,VWR3682,2025-11-09,499,4.6,40,20
204,CNT1029,3,VWR3157,2025-07-29,101,2.2,80,None
205,CNT0691,4,VWR0550,2026-05-20,133,4.8,20,None
206,CNT0535,2,VWR2093,2025-09-08,86,3.2,100,80
207,CNT0340,3,VWR3825,2024-02-07,101,5.0,70,None
208,CNT0519,5,VWR1455,2024-02-13,296,5.0,20,None
209,CNT0884,3,VWR3630,2024-09-13,74,4.4,10,None
210,CNT0170,1,VWR4706,2024-04-04,144,4.3,10,None
211,CNT0697,3,VWR3350,2025-01-18,116,3.9,80,40
212,CNT0102,2,VWR4452,2024-03-30,708,4.5,40,10
213,CNT0381,2,VWR4610,2025-05-27,152,3.0,10,40
214,CNT0382,3,VWR4014,2025-11-18,140,3.9,20,10
215,CNT0264,5,VWR1698,2024-07-28,125,4.0,10,None
216,CNT1261,3,VWR0635,2026-01-24,153,3.8,110,None
217,CNT0310,3,VWR1040,2025-09-09,95,3.7,90,50
218,CNT1189,2,VWR3330,2025-01-05,141,4.7,40,None
219,CNT0969,3,VWR0156,2025-12-21,63,3.2,40,60
220,CNT0442,1,VWR2594,2025-05-30,103,3.2,120,None
221,CNT1286,4,VWR3965,2025-05-05,111,3.8,30,None
222,CNT0158,2,VWR0089,2025-09-01,408,3.0,10,None
223,CNT0223,2,VWR3289,2025-07-16,80,3.5,10,None
224,CNT0942,2,VWR0904,2024-10-16,98,5.0,110,None
225,CNT0090,2,VWR2322,2024-09-08,75,4.3,40,10
226,CNT0848,2,VWR3482,2025-02-25,106,4.3,60,10
227,CNT0454,4,VWR1649,2025-02-15,79,3.2,100,None
228,CNT0299,4,VWR2053,2025-04-09,66,4.2,80,None
229,CNT0936,2,VWR1138,2024-02-25,289,2.4,40,10
230,CNT0932,3,VWR2573,2024-04-25,49,4.7,50,60
231,CNT1404,1,VWR3577,2025-07-17,427,3.7,110,None
232,CNT0146,4,VWR1457,2024-03-26,377,3.8,120,None
233,CNT0930,5,VWR4906,2024-07-26,124,4.6,10,50
234,CNT0471,3,VWR1896,2024-01-18,144,3.7,40,None
235,CNT0559,4,VWR4340,2024-10-15,85,3.2,10,120
236,CNT0678,3,VWR3876,2026-04-17,462,1.8,10,None
237,CNT0386,3,VWR1191,2026-05-31,470,3.6,10,None
238,CNT0362,3,VWR3244,2025-11-30,111,3.8,10,110
239,CNT1287,1,VWR2711,2026-01-26,146,5.0,60,None
240,CNT0662,1,VWR2497,2025-07-11,229,4.0,40,60
241,CNT0103,4,VWR4971,2024-08-14,58,3.2,40,None
242,CNT0416,3,VWR1951,2024-01-07,239,4.3,10,None
243,CNT1434,3,VWR2480,2024-07-17,83,3.8,10,40
244,CNT0245,4,VWR3323,2026-02-28,168,3.8,70,None
245,CNT0068,1,VWR1202,2024-04-08,145,5.0,60,None
246,CNT0228,2,VWR1507,2024-12-15,329,3.9,40,90
247,CNT1131,4,VWR1835,2024-08-05,648,3.1,50,None
248,CNT1315,4,VWR4417,2025-01-18,70,3.1,50,None
249,CNT1240,5,VWR3641,2025-01-18,48,3.1,10,60
250,CNT0490,3,VWR0251,2026-02-20,124,3.2,70,50
251,CNT1477,2,VWR2975,2026-04-25,68,4.0,110,None
252,CNT1470,4,VWR0604,2025-05-14,109,2.7,10,100
253,CNT0589,3,VWR4093,2024-01-29,374,3.7,10,None
254,CNT0089,3,VWR3160,2024-12-24,68,3.2,30,50
255,CNT0727,4,VWR1223,2026-01-27,323,4.2,30,None
256,CNT0044,3,VWR4076,2026-05-22,146,5.0,20,None
257,CNT0014,3,VWR4724,2024-09-24,107,4.4,10,None
258,CNT0872,1,VWR1206,2025-10-30,113,3.1,10,None
259,CNT1190,4,VWR1312,2025-02-24,41,5.0,80,None
260,CNT0133,1,VWR0994,2025-07-28,119,5.0,10,40
261,CNT0241,1,VWR0217,2025-09-12,106,4.0,50,None
262,CNT1208,1,VWR2281,2026-05-14,411,3.0,10,40
263,CNT1339,2,VWR3829,2024-02-20,60,3.9,50,20
264,CNT1081,5,VWR0198,2024-12-18,747,4.2,20,100
265,CNT0946,5,VWR3809,2026-04-23,94,3.5,40,None
266,CNT0951,1,VWR1099,2025-12-15,98,3.8,60,None
267,CNT0216,4,VWR4614,2024-12-09,672,3.1,10,None
268,CNT0627,3,VWR3556,2024-01-29,82,2.7,10,None
269,CNT1218,2,VWR2966,2025-02-03,153,3.4,110,None
270,CNT0306,1,VWR0303,2024-12-28,301,3.6,100,40
271,CNT0420,4,VWR3018,2025-02-14,96,5.0,80,10
272,CNT0579,1,VWR4348,2026-03-12,134,3.1,30,None
273,CNT0100,5,VWR4064,2024-12-31,474,3.2,50,70
274,CNT0853,1,VWR3874,2024-07-12,99,3.9,40,None
275,CNT1129,3,VWR1071,2026-01-18,58,3.7,10,None
276,CNT1023,5,VWR3696,2025-09-13,58,3.2,30,10
277,CNT1276,5,VWR2729,2025-11-01,99,3.9,90,None
278,CNT1209,1,VWR3848,2026-02-08,394,4.4,110,None
279,CNT0165,5,VWR1640,2024-03-04,102,4.5,10,None
280,CNT0253,1,VWR1219,2025-01-25,135,3.3,60,None
281,CNT1165,1,VWR3443,2025-08-22,627,3.9,70,None
282,CNT0503,4,VWR4548,2025-05-04,546,4.4,100,None
283,CNT1087,2,VWR1087,2025-06-11,96,3.7,10,None
284,CNT0483,2,VWR2699,2026-05-13,90,2.9,120,None
285,CNT0110,3,VWR1113,2025-09-04,471,4.1,40,None
286,CNT0984,4,VWR4131,2024-05-06,389,1.8,60,None
287,CNT1211,2,VWR4828,2024-07-20,70,3.2,20,None
288,CNT0262,4,VWR1126,2025-08-15,253,4.4,40,None
289,CNT1046,4,VWR3535,2024-12-09,142,4.4,10,20
290,CNT0765,4,VWR0455,2024-11-19,135,3.8,60,None
291,CNT1485,2,VWR3953,2026-03-10,144,4.4,10,None
292,CNT1371,3,VWR2468,2024-08-04,75,4.1,80,None
293,CNT0508,5,VWR4120,2025-12-13,248,3.5,70,None
294,CNT0289,1,VWR3764,2024-06-10,129,2.9,40,None
295,CNT0386,2,VWR3118,2025-08-28,696,3.0,10,120
296,CNT1253,5,VWR2102,2024-07-20,68,4.6,40,None
297,CNT0774,3,VWR3774,2024-01-05,95,3.1,80,None
298,CNT0467,1,VWR4745,2025-10-20,153,3.6,10,None
299,CNT0124,3,VWR0553,2024-01-17,96,4.7,70,None
300,CNT1275,1,VWR1581,2024-12-23,94,2.7,40,None
301,CNT0003,4,VWR0875,2026-05-21,70,4.7,90,None
302,CNT1252,5,VWR0931,2024-08-07,217,4.2,20,10
303,CNT0503,1,VWR3029,2025-04-04,647,3.4,90,110
304,CNT0207,2,VWR0731,2024-11-28,380,4.7,40,None
305,CNT0614,3,VWR3753,2025-01-13,67,2.8,110,10
306,CNT1408,3,VWR1322,2025-01-28,78,2.5,100,40
307,CNT0663,2,VWR2326,2025-03-02,303,4.3,30,None
308,CNT0700,2,VWR2054,2026-03-23,324,3.8,90,10
309,CNT0296,4,VWR2048,2025-08-06,110,2.2,40,None
310,CNT0505,1,VWR2418,2024-08-22,107,3.9,10,None
311,CNT1279,4,VWR2790,2026-05-03,840,3.5,80,10
312,CNT0104,1,VWR2047,2025-08-07,358,3.8,20,120
313,CNT0905,1,VWR4736,2026-03-03,531,3.2,40,None
314,CNT0364,1,VWR0004,2024-06-23,107,4.3,10,None
315,CNT0999,3,VWR2769,2025-02-12,97,2.1,50,None
316,CNT1361,3,VWR0704,2025-06-25,144,3.6,30,60
317,CNT0250,2,VWR1571,2024-08-11,144,3.1,30,10
318,CNT1061,4,VWR2790,2025-09-03,108,4.1,10,None
319,CNT1427,4,VWR2618,2025-07-19,49,3.6,60,None
320,CNT1124,3,VWR1397,2025-08-02,77,3.5,120,None
321,CNT1214,3,VWR1461,2024-06-23,47,3.5,10,60
322,CNT0328,1,VWR4673,2025-08-19,115,3.6,10,None
323,CNT0595,4,VWR0903,2024-10-18,313,5.0,70,80
324,CNT1183,2,VWR4761,2024-07-13,106,4.5,70,None
325,CNT0845,1,VWR2634,2024-06-06,35,4.1,10,50
326,CNT0923,5,VWR2474,2024-02-13,98,4.1,110,None
327,CNT1325,4,VWR2480,2025-12-19,118,3.1,50,40
328,CNT0826,1,VWR2982,2025-10-01,166,3.2,10,None
329,CNT1416,4,VWR4444,2024-05-30,415,4.8,10,None
330,CNT0937,3,VWR2679,2025-09-13,524,3.4,30,10
331,CNT0560,1,VWR4725,2024-05-06,82,4.3,30,None
332,CNT1147,3,VWR0209,2024-04-07,145,3.7,10,None
333,CNT0282,2,VWR1784,2024-04-14,159,4.3,50,None
334,CNT0594,1,VWR1500,2025-07-10,99,2.9,30,20
335,CNT1490,4,VWR1028,2024-05-31,792,5.0,30,None
336,CNT0977,1,VWR0670,2025-10-06,401,2.5,10,50
337,CNT0286,5,VWR2566,2024-09-09,107,5.0,80,None
338,CNT0869,4,VWR3613,2026-03-30,56,3.5,10,None
339,CNT0061,5,VWR2548,2026-03-02,348,4.3,10,40
340,CNT1097,4,VWR4043,2025-10-17,298,3.5,70,20
341,CNT0963,2,VWR2478,2024-02-23,169,3.3,100,None
342,CNT0154,3,VWR0326,2025-04-04,150,2.2,80,None
343,CNT1410,1,VWR0425,2024-01-21,72,3.8,50,40
344,CNT0039,2,VWR4902,2026-01-01,400,4.0,50,10
345,CNT0581,1,VWR3785,2026-04-03,165,3.5,70,None
346,CNT0895,5,VWR4357,2025-08-29,100,4.2,10,None
347,CNT0365,5,VWR3977,2026-05-14,121,3.6,120,30
348,CNT1129,1,VWR2614,2025-12-17,64,2.5,10,None
349,CNT1130,2,VWR1387,2026-03-25,506,2.3,10,None
350,CNT0941,1,VWR4500,2025-10-28,531,3.0,10,None
351,CNT0980,2,VWR0326,2024-10-07,62,4.3,10,80
352,CNT0162,1,VWR4269,2025-09-20,112,3.3,120,None
353,CNT0166,2,VWR3493,2025-11-29,104,3.9,120,None
354,CNT0640,4,VWR3831,2026-01-07,71,4.1,60,None
355,CNT1343,3,VWR0028,2025-05-22,62,4.8,50,10
356,CNT1160,4,VWR2315,2025-11-05,102,3.8,30,None
357,CNT0406,1,VWR2839,2025-04-12,91,2.1,10,None
358,CNT0487,3,VWR4480,2024-01-12,116,4.8,20,100
359,CNT0150,3,VWR2108,2025-07-19,61,3.0,60,None
360,CNT1194,2,VWR2727,2024-12-10,101,4.8,20,10
361,CNT1450,2,VWR0284,2026-01-30,315,4.4,90,None
362,CNT1351,1,VWR2904,2024-04-22,122,4.1,50,None
363,CNT0054,4,VWR4888,2025-02-24,138,3.1,60,30
364,CNT0470,3,VWR3293,2026-02-13,115,4.8,90,None
365,CNT0063,2,VWR2063,2024-03-07,505,2.0,100,None
366,CNT0535,5,VWR1101,2025-03-05,115,3.8,10,None
367,CNT0955,5,VWR0324,2025-12-27,562,5.0,110,None
368,CNT0230,5,VWR1147,2025-06-12,73,3.5,70,None
369,CNT1275,3,VWR4672,2026-02-07,90,4.4,90,None
370,CNT0285,3,VWR0984,2024-03-13,94,3.6,10,None
371,CNT1191,3,VWR3467,2024-09-07,149,2.3,10,None
372,CNT1242,1,VWR1687,2024-09-01,164,3.8,10,None
373,CNT0034,4,VWR4384,2025-05-30,624,4.1,10,None
374,CNT1500,3,VWR2739,2026-03-11,97,3.8,10,None
375,CNT1379,2,VWR0216,2024-01-28,108,4.1,10,40
376,CNT1444,1,VWR3421,2024-10-31,694,3.6,40,None
377,CNT1388,1,VWR0307,2024-02-15,242,3.1,80,40
378,CNT1115,4,VWR0715,2025-04-03,148,3.8,60,None
379,CNT0129,2,VWR3479,2025-10-11,112,2.7,50,None
380,CNT0132,1,VWR2307,2025-08-04,133,3.6,30,None
381,CNT0430,2,VWR1052,2024-01-22,78,3.1,30,None
382,CNT0629,1,VWR2503,2024-05-12,87,2.9,80,None
383,CNT0093,2,VWR0171,2024-10-28,120,3.9,30,None
384,CNT0250,4,VWR1921,2024-12-10,124,3.8,30,10
385,CNT1170,2,VWR2486,2024-05-16,59,1.7,40,None
386,CNT1391,4,VWR1901,2025-09-03,98,4.2,120,None
387,CNT0268,5,VWR0698,2025-05-15,369,4.0,10,None
388,CNT1146,4,VWR4769,2025-07-21,77,2.6,40,None
389,CNT1006,4,VWR3470,2025-05-02,138,5.0,60,None
390,CNT0952,1,VWR0627,2024-05-11,110,3.0,40,None
391,CNT1092,5,VWR4701,2024-08-16,74,2.9,80,None
392,CNT0976,1,VWR1842,2024-02-09,90,2.7,10,None
393,CNT1203,1,VWR2072,2024-11-22,69,2.0,50,100
394,CNT1322,5,VWR3738,2026-04-28,102,3.8,60,None
395,CNT1138,1,VWR0251,2025-05-25,586,3.1,50,None
396,CNT0508,5,VWR0877,2024-12-22,411,3.4,100,90
397,CNT0679,4,VWR1579,2025-08-05,112,4.9,80,None
398,CNT1476,3,VWR1149,2024-02-03,406,3.7,120,None
399,CNT1231,5,VWR1567,2026-02-24,342,3.9,50,None
400,CNT0648,3,VWR2062,2024-02-01,112,4.1,100,None
401,CNT0862,3,VWR3737,2024-01-09,74,4.6,30,None
402,CNT0404,3,VWR3758,2025-07-26,91,4.1,50,None
403,CNT0736,1,VWR2853,2026-01-06,126,3.9,70,None
404,CNT0922,4,VWR4229,2025-12-26,76,4.5,110,None
405,CNT1431,2,VWR4124,2025-06-22,93,4.4,60,None
406,CNT0217,2,VWR0257,2026-01-28,72,2.1,10,None
407,CNT1391,1,VWR0075,2024-10-10,49,3.8,40,30
408,CNT0256,3,VWR1424,2024-10-29,88,3.1,10,120
409,CNT1370,1,VWR4029,2025-07-04,718,4.3,40,10
410,CNT1422,5,VWR2545,2025-07-19,61,3.4,60,None
411,CNT0857,4,VWR2107,2024-10-06,66,2.5,50,None
412,CNT0122,1,VWR2120,2025-07-30,456,4.4,30,None
413,CNT0033,4,VWR0963,2025-05-29,131,3.9,30,None
414,CNT0097,1,VWR2337,2025-11-06,84,3.2,10,None
415,CNT0950,5,VWR2002,2024-05-17,254,3.2,10,None
416,CNT0989,2,VWR2101,2025-09-07,593,4.4,110,10
417,CNT1309,4,VWR0468,2024-09-24,133,4.1,40,None
418,CNT0906,2,VWR4873,2026-01-28,85,5.0,60,None
419,CNT0535,1,VWR3310,2026-05-11,103,3.8,100,30
420,CNT0216,3,VWR1570,2024-03-01,503,4.0,50,None
